PLETH,II
1.14822799706416,-10.6355882352941
1.23306570562739,-22.6355882352941
0.206010787109699,-4.63558823529411
1.13838245064689,-6.63558823529411
1.24813144508371,-10.6355882352941
1.14870380864931,-15.6355882352941
1.2292573202037,-6.63558823529411
1.17369048696999,-9.63558823529411
1.20098382374437,-18.6355882352941
2.16349130564065,-22.6355882352941
2.20686317998458,-23.6355882352941
2.20099338014308,-20.6355882352941
2.17172231219653,-5.63558823529411
2.23065026292413,-9.63558823529411
2.14991363125555,-11.6355882352941
2.2431685919497,-18.6355882352941
2.14714168690025,-10.6355882352941
1.27553457981452,-7.63558823529411
1.12936995026396,-13.6355882352941
1.23932976981808,-27.6355882352941
1.17310760773187,-36.6355882352941
0.231603566779281,-18.6355882352941
0.185737148104958,-22.6355882352941
-1.74551608670231,-31.6355882352941
-1.8288976531286,-18.6355882352941
-1.817551255098,-20.6355882352941
-1.76139123795045,-10.6355882352941
-2.83568538289287,-6.63558823529411
-2.75165585398367,-11.6355882352941
-2.87560260284279,-17.6355882352941
-2.72650121222903,-31.6355882352941
-1.92361892504286,-27.6355882352941
-2.66191688844178,-28.6355882352941
-1.95856367348023,-28.6355882352941
-1.69644088484548,-27.6355882352941
-0.902060052019118,-38.6355882352941
-1.72905640568915,-36.6355882352941
-1.81685733532069,-28.6355882352941
-1.85474465212711,-17.6355882352941
-1.70449818393063,-27.6355882352941
-1.94423895000576,-27.6355882352941
-2.60566840406205,-54.6355882352941
-3.00353654414206,-42.6355882352941
-2.62725485584837,85.3644117647059
-1.98706882247807,201.364411764706
-1.67629619960682,100.364411764706
-1.87375442900281,35.3644117647059
-1.79938520041776,34.3644117647059
-1.75323097598091,4.36441176470589
-1.90620301231358,-27.6355882352941
-1.66910395558801,-27.6355882352941
-1.96148698502456,-13.6355882352941
-1.64562364187736,-15.6355882352941
-0.992269316034068,-25.6355882352941
-0.649846765469175,-12.6355882352941
-1.87846948096904,-27.6355882352941
-1.77631559433693,-18.6355882352941
-1.79105871021689,-22.6355882352941
-1.8583226895954,-19.6355882352941
-1.72175109734625,-6.63558823529411
-1.9093966367697,-27.6355882352941
-1.69229955111965,-10.6355882352941
-2.87729059951074,-10.6355882352941
-1.7781601954667,-21.6355882352941
-1.82761770405656,4.36441176470589
-1.78978324274676,4.36441176470589
-1.81333798745329,-6.63558823529411
-1.80516973507854,9.36441176470589
-1.79837833530435,21.3644117647059
-1.81832823393748,22.3644117647059
-0.826963121725957,0.364411764705892
-0.792776555440713,-1.63558823529411
0.152686691833894,21.3644117647059
1.18201754544638,-20.6355882352941
1.21753802301736,-33.6355882352941
2.12554632203684,-25.6355882352941
2.2609670984583,-46.6355882352941
3.09823218392286,-51.6355882352941
3.27084839713818,-25.6355882352941
3.14420312654544,-52.6355882352941
5.13884537958205,-66.6355882352941
5.26544699942847,-43.6355882352941
5.11662007524418,-51.6355882352941
5.27194333441892,-70.6355882352941
6.0863979137718,-37.6355882352941
6.2823606193746,-57.6355882352941
6.13407105623546,-44.6355882352941
6.22443934216191,-49.6355882352941
6.19599480753517,-41.6355882352941
6.16465013529736,-47.6355882352941
8.17050195754418,-51.6355882352941
6.26640115595746,-35.6355882352941
6.1633665165629,-35.6355882352941
5.22444423351084,-38.6355882352941
5.20781036072796,-25.6355882352941
4.1818881549787,-42.6355882352941
3.28346550466713,-31.6355882352941
2.12166738357041,-35.6355882352941
2.28494107334975,-30.6355882352941
2.09682394804822,-23.6355882352941
2.29015553741777,-39.6355882352941
2.11020411901674,-38.6355882352941
2.26088418177378,-47.6355882352941
2.15137811847212,-36.6355882352941
2.2126060732041,-41.6355882352941
2.20166620292008,-54.6355882352941
2.1651955004667,-15.6355882352941
2.24196220561569,-47.6355882352941
2.13525258538276,-43.6355882352941
2.25953917631409,-26.6355882352941
1.16957864290443,-47.6355882352941
0.258259987797261,-36.6355882352941
