PLETH,II
-1.32821930602206,564.005620437956
-1.42635581086298,564.005620437956
-1.35012680481945,564.005620437956
-1.39897828521626,564.005620437956
-1.37997359666704,564.005620437956
-4.25313004192682,564.005620437956
-2.58024523243552,564.005620437956
-2.21572578595906,564.005620437956
-1.54160389409543,564.005620437956
-1.28202527727741,564.005620437956
0.505123229606922,564.005620437956
1.61600763633404,564.005620437956
2.64844525445423,564.005620437956
5.40918381321667,564.005620437956
5.85553454936112,564.005620437956
8.26017764007833,564.005620437956
9.89810672793651,564.005620437956
9.39746428496128,564.005620437956
9.76322690376343,564.005620437956
9.55627819736354,564.005620437956
9.59728024684984,564.005620437956
9.71319043774836,564.005620437956
9.46346358825139,564.005620437956
9.81311567397573,564.005620437956
9.40419824437038,564.005620437956
9.82930395646436,564.005620437956
9.42926351718811,564.005620437956
9.76854829566956,564.005620437956
8.55606472066068,564.005620437956
6.70929469020813,564.005620437956
5.62513161312662,564.005620437956
5.559986925097,564.005620437956
5.71786678026978,564.005620437956
4.52815429350066,564.005620437956
3.76822141158364,564.005620437956
3.4654541987732,564.005620437956
3.75872066323789,564.005620437956
3.50180872222154,564.005620437956
2.73986303313269,564.005620437956
2.54159859344224,564.005620437956
2.64566667498635,564.005620437956
2.63826822409893,564.005620437956
2.55581104318342,564.005620437956
3.67454114123086,564.005620437956
4.49468273107022,564.005620437956
5.71399859720179,539.005620437956
3.59545704684184,532.005620437956
3.64874435430559,503.005620437956
3.58296723410489,505.005620437956
3.6540752405176,515.005620437956
3.58474066557127,543.005620437956
2.68476031245529,534.005620437956
3.5270057235158,544.005620437956
3.68432360540506,527.005620437956
2.6198977951541,519.005620437956
3.55374261508899,521.005620437956
3.69526596318118,478.005620437956
3.53638887742793,444.005620437956
3.69632362838253,456.005620437956
3.5504607839117,564.005620437956
3.66962148809169,507.005620437956
3.58629967791165,463.005620437956
3.62872754686304,506.005620437956
3.62800845758374,475.005620437956
2.62903543508449,469.005620437956
2.62782111142158,502.005620437956
2.59024992996183,464.005620437956
2.66005857340222,433.005620437956
2.56708485617535,459.005620437956
2.67267659789051,409.005620437956
2.56538166312626,424.005620437956
2.66415266765517,415.005620437956
1.62138026751303,395.005620437956
1.60848026223817,379.005620437956
1.63266984992546,399.005620437956
0.639187662172087,408.005620437956
-0.356194677064521,356.005620437956
0.551663638780388,340.005620437956
0.677016606857591,312.005620437956
-1.35064159217489,321.005620437956
-0.454534700935905,296.005620437956
1.60553880918876,319.005620437956
1.63037667872722,280.005620437956
2.56840494241813,283.005620437956
3.61995105002816,291.005620437956
5.544026273422,288.005620437956
5.67413647880265,299.005620437956
7.50629177940237,260.005620437956
8.65430379599975,284.005620437956
8.61619745138712,191.005620437956
8.58819531204802,176.005620437956
9.63569147440563,131.005620437956
9.57468440194532,-36.9943795620438
9.68125696661733,-175.994379562044
8.5815296950643,-399.994379562044
6.74324876172312,-455.994379562044
6.50072515730901,-455.994379562044
5.75611395500733,-455.994379562044
5.51288759983138,-455.994379562044
3.76085657258239,-455.994379562044
3.53184349905997,-455.994379562044
2.68298266064478,-455.994379562044
2.6178874089458,-455.994379562044
1.59749887479367,-215.994379562044
1.69481187439439,55.0056204379562
1.49686213568518,191.005620437956
1.76900630677105,473.005620437956
1.4540363141661,564.005620437956
1.77887123299348,564.005620437956
1.47549975212049,564.005620437956
2.69168860414646,564.005620437956
2.57624937923005,564.005620437956
2.62674901307405,564.005620437956
2.64089517712129,564.005620437956
2.56845636084382,564.005620437956
2.68784380419318,564.005620437956
2.53638760796795,564.005620437956
1.74201554235117,564.005620437956
1.50577079941921,564.005620437956
1.70918273993539,564.005620437956
1.5551908234403,564.005620437956
1.64911378919508,564.005620437956
1.61942984037947,564.005620437956
1.58707257542858,481.005620437956
1.67360686876598,462.005620437956
0.584090052640668,431.005620437956
0.667935527496,499.005620437956
0.558365322133649,479.005620437956
0.681352879215629,408.005620437956
1.5187175316017,409.005620437956
1.70261902007054,375.005620437956
1.55524986982527,385.005620437956
0.693903683468563,356.005620437956
0.576333322864074,363.005620437956
0.624552551004487,370.005620437956
0.644833386747279,327.005620437956
1.52443819423946,337.005620437956
1.72584271133767,312.005620437956
1.50751544903459,329.005620437956
1.72090951852407,301.005620437956
1.53214249600024,291.005620437956
1.68043562230155,305.005620437956
0.622268205448723,281.005620437956
0.591838946977226,308.005620437956
0.662275000458355,294.005620437956
